Group	Species
Fungi	Podospora_anserina_S_mat+
Fungi	Fusarium_vanettenii_77-13-4
Fungi	Trichoderma_reesei_QM6a
Fungi	Trichoderma_harzianum_CBS_226.95
Fungi	Meyerozyma_guilliermondii_ATCC_6260
Fungi	Purpureocillium_lilacinum
Fungi	Aspergillus_sydowii_CBS_593.65
Fungi	Trichosporon_asahii_var._asahii_CBS_2479
Fungi	Colletotrichum_graminicola_M1.001
Fungi	Cyberlindnera_jadinii_NRRL_Y-1542
Fungi	Paecilomyces_variotii
Fungi	Pseudogymnoascus_destructans
Fungi	Malassezia_pachydermatis
Fungi	Aspergillus_aculeatus_ATCC_16872
Fungi	Paracoccidioides_lutzii_Pb01
Fungi	Spathaspora_passalidarum_NRRL_Y-27907
Fungi	Aspergillus_versicolor_CBS_583.65
Fungi	Exophiala_spinifera
Fungi	Ophidiomyces_ophidiicola
Fungi	Saitoella_complicata_NRRL_Y-17804
Fungi	Moesziomyces_antarcticus
Fungi	Cladophialophora_bantiana_CBS_173.52
Fungi	Aspergillus_glaucus_CBS_516.65
Fungi	Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB-4993
Fungi	Penicillium_subrubescens
Fungi	Thermomyces_dupontii
Fungi	Gilbertella_persicaria
Fungi	Aspergillus_alliaceus
Fungi	Mrakia_frigida
Fungi	Wickerhamomyces_ciferrii
Fungi	Mucor_bainieri
Fungi	Colletotrichum_salicis
Fungi	Trichoderma_parareesei
Fungi	Pachysolen_tannophilus_NRRL_Y-2460
Fungi	Cryptococcus_amylolentus_CBS_6039
Fungi	Aspergillus_fischeri_NRRL_181
Fungi	Malassezia_globosa_CBS_7966
Fungi	Thermochaetoides_thermophila_DSM_1495
Fungi	Glarea_lozoyensis_ATCC_20868
Fungi	Schizosaccharomyces_cryophilus_OY26
Fungi	Aspergillus_japonicus_CBS_114.51
Fungi	Aspergillus_aculeatinus_CBS_121060
Fungi	Hyphopichia_burtonii_NRRL_Y-1933
Fungi	Vanderwaltozyma_polyspora_DSM_70294
Fungi	Aspergillus_tanneri
Fungi	Phyllosticta_capitalensis
Fungi	Alternaria_burnsii
Fungi	Exophiala_xenobiotica
Fungi	Aspergillus_udagawae
Fungi	Exophiala_mesophila
Fungi	Cladophialophora_immunda
Fungi	Piromyces_finnis
Fungi	Rhodotorula_pacifica
Fungi	Colletotrichum_cuscutae
Fungi	Verruconis_gallopava
Fungi	Colletotrichum_filicis
Fungi	Thermoascus_crustaceus
Fungi	Anaeromyces_robustus
Fungi	Candida_theae
Fungi	Debaryomyces_fabryi
Fungi	Colletotrichum_simmondsii
Fungi	Fonsecaea_pedrosoi_CBS_271.37
Fungi	Talaromyces_stipitatus_ATCC_10500
Fungi	Cokeromyces_recurvatus
Fungi	Aspergillus_clavatus_NRRL_1
Fungi	Rhinocladiella_mackenziei_CBS_650.93
Fungi	Tortispora_caseinolytica_NRRL_Y-17796
Fungi	Cladophialophora_carrionii_CBS_160.54
Fungi	Aspergillus_brasiliensis_CBS_101740
Fungi	Pichia_membranifaciens_NRRL_Y-2026
Fungi	Aspergillus_costaricaensis_CBS_115574
Fungi	Sodiomyces_alcalophilus_JCM_7366
Fungi	Cryptococcus_wingfieldii_CBS_7118
Fungi	Aspergillus_neoniger_CBS_115656
Fungi	Aspergillus_homomorphus_CBS_101889
Fungi	Aspergillus_uvarum_CBS_121591
Fungi	Wallemia_mellicola_CBS_633.66
Fungi	Mycothermus_thermophilus
Fungi	Aspergillus_nomiae_NRRL_13137
Fungi	Rasamsonia_emersonii_CBS_393.64
Fungi	Lichtheimia_hyalospora_FSU_10163
Fungi	Emergomyces_pasteurianus_Ep9510
Fungi	Chaetomium_strumarium
Fungi	Aspergillus_steynii_IBT_23096
Fungi	Aspergillus_novofumigatus_IBT_16806
Fungi	Halteromyces_radiatus
Fungi	Benjaminiella_poitrasii
Fungi	Hypoxylon_trugodes
Fungi	Pseudomassariella_vexata
Fungi	Scheffersomyces_xylosifermentans
Fungi	Scheffersomyces_coipomensis
Fungi	Morchella_hispaniolensis
Fungi	Scheffersomyces_amazonensis
Fungi	Radiomyces_spectabilis
Fungi	Knufia_obscura
Fungi	Exophiala_viscosa
Fungi	Lipomyces_oligophaga
Fungi	Acaromyces_ingoldii
Fungi	Baudoinia_panamericana_UAMH_10762
Fungi	Annulohypoxylon_maeteangense
Fungi	Candida_jiufengensis
Fungi	Aureobasidium_namibiae_CBS_147.97
Fungi	Cyphellophora_attinorum
Fungi	Durotheca_rogersii
Fungi	Filobasidium_floriforme
Fungi	Aspergillus_sclerotioniger_CBS_115572
Fungi	Chlamydoabsidia_padenii
Fungi	Linderina_pennispora
Fungi	Coemansia_mojavensis
Fungi	Limtongia_smithiae
Fungi	Neohortaea_acidophila
Fungi	Aspergillus_eucalypticola_CBS_122712
Fungi	Kockiozyma_suomiensis
Fungi	Candida_pseudojiufengensis
Fungi	Trichoderma_camerunense
Fungi	Aureobasidium_subglaciale_EXF-2481
Fungi	Fimicolochytrium_jonesii
Fungi	Capronia_coronata_CBS_617.96
Fungi	Hyaloraphidium_curvatum
Fungi	Lachancea_lanzarotensis
Fungi	Aspergillus_vadensis_CBS_113365
Fungi	Lobosporangium_transversale
Fungi	Cladophialophora_yegresii_CBS_114405
Fungi	Aspergillus_heteromorphus_CBS_117.55
Fungi	Jaminaea_rosea
Fungi	Meira_miltonrushii
Fungi	Cyphellophora_europaea_CBS_101466
Fungi	Aspergillus_multicolor
Fungi	Exophiala_aquamarina_CBS_119918
Fungi	Venustampulla_echinocandica
Fungi	Trematosphaeria_pertusa
Fungi	Aspergillus_piperis_CBS_112811
Fungi	Neoarthrinium_moseri
Fungi	Aspergillus_ambiguus
Fungi	Emericellopsis_atlantica
Fungi	Aaosphaeria_arxii_CBS_175.79
Fungi	Synchytrium_microbalum
Fungi	Dothidotthia_symphoricarpi_CBS_119687
Fungi	Cladophialophora_psammophila_CBS_110553
Fungi	Microstroma_glucosiphilum
Fungi	Polychytrium_aggregatum
Fungi	Zasmidium_cellare_ATCC_36951
Fungi	Aspergillus_pseudodeflectus
Fungi	Kuraishia_capsulata_CBS_1993
Fungi	Gamsiella_multidivaricata
Fungi	Xylona_heveae_TC161
Fungi	Polyrhizophydium_stewartii
Fungi	Wallemia_ichthyophaga_EXF-994
Fungi	Aspergillus_karnatakaensis
Fungi	Aspergillus_lucknowensis
Fungi	Aspergillus_insuetus
Fungi	Aspergillus_undulatus
Fungi	Colletotrichum_navitas
Fungi	Zychaea_mexicana
Fungi	Aspergillus_sergii
Fungi	Aspergillus_fijiensis_CBS_313.89
Fungi	Aspergillus_foveolatus
Fungi	Westerdykella_ornata
Fungi	Kalmanozyma_brasiliensis_GHG001
Fungi	Aspergillus_ibericus_CBS_121593
Fungi	Dissoconium_aciculare_CBS_342.82
Fungi	Diplodia_corticola
Fungi	Fonsecaea_monophora
Fungi	Aspergillus_venezuelensis
Fungi	Lipomyces_chichibuensis
Fungi	Aspergillus_transmontanensis
Fungi	Aspergillus_recurvatus
Fungi	Aspergillus_brunneoviolaceus_CBS_621.78
Fungi	Aspergillus_novoparasiticus
Fungi	Aspergillus_bombycis
Fungi	Pseudovirgaria_hyperparasitica
Fungi	Zopfochytrium_polystomum
Fungi	Colletotrichum_eremochloae
Fungi	Macroventuria_anomochaeta
Fungi	Lipomyces_japonicus
Fungi	Aspergillus_mulundensis
Fungi	Aspergillus_desertorum
Fungi	Aspergillus_californicus
Fungi	Ceraceosorus_guamensis
Fungi	Aspergillus_heterothallicus
Fungi	Dipodascopsis_tothii
Fungi	Aspergillus_floccosus
Fungi	Babjeviella_inositovora_NRRL_Y-12698
Fungi	Teratosphaeria_nubilosa
Fungi	Aspergillus_germanicus
Fungi	Rostrohypoxylon_terebratum
Fungi	Aspergillus_aurantiobrunneus
Fungi	Candida_margitis
Fungi	Aspergillus_pseudonomiae
Fungi	Penicilliopsis_zonata_CBS_506.65
Fungi	Mytilinidion_resinicola
Fungi	Lipomyces_doorenjongii
Fungi	Suhomyces_tanzawaensis_NRRL_Y-17324
Fungi	Aspergillus_keveii
Fungi	Eremomyces_bilateralis_CBS_781.70
Fungi	Aspergillus_crustosus
Fungi	Ordospora_pajunii
Fungi	Blastomyces_parvus
Fungi	Lachnellula_hyalina
Fungi	Candida_oxycetoniae
Fungi	Aspergillus_taichungensis
Fungi	Daldinia_bambusicola
Fungi	Aspergillus_pseudocaelatus
Fungi	Lichtheimia_ornata
Fungi	Didymella_exigua_CBS_183.55
Fungi	Aspergillus_falconensis
Fungi	Aspergillus_leporis
Fungi	Colletotrichum_zoysiae
Fungi	Calcarisporiella_thermophila
Fungi	Aspergillus_bertholletiae
Fungi	Tilletiaria_anomala_UBC_951
Fungi	Aplosporella_prunicola_CBS_121167
Fungi	Sodiomyces_alkalinus_F11
Fungi	Aspergillus_similis
Fungi	Lindgomyces_ingoldianus
Fungi	Colletotrichum_somersetense
Fungi	Aspergillus_varians
Fungi	Aspergillus_navahoensis
Fungi	Aspergillus_pseudoustus
Fungi	Aspergillus_caelatus
Fungi	[Candida]_subhashii
Fungi	Rasamsonia_byssochlamydoides
Fungi	Aspergillus_egyptiacus
Fungi	Bifiguratus_adelaidae
Fungi	Dacryopinax_primogenitus
Fungi	Colletotrichum_caudatum
Fungi	Aspergillus_coremiiformis
Fungi	Entophlyctis_luteolus
Fungi	Martensiomyces_pterosporus
Fungi	Coemansia_asiatica
Fungi	Mucor_atramentarius
Fungi	Atractiella_rhizophila
Fungi	Trichocladium_antarcticum
Fungi	Colletotrichum_tanaceti
Fungi	Mitosporidium_daphniae
Fungi	Violaceomyces_palustris
Fungi	Dissophora_ornata
Fungi	Phialemonium_thermophilum
Fungi	Ramicandelaber_brevisporus
Fungi	Rhizopus_azygosporus
Fungi	Colletotrichum_shisoi
Fungi	Coemansia_furcata
Fungi	Trichoderma_aggressivum_f._europaeum
Fungi	Aspergillus_cavernicola
Fungi	Aspergillus_sclerotiicarbonarius_CBS_121057
Fungi	Meredithblackwellia_eburnea_MCA_4105
Fungi	Aspergillus_indologenus_CBS_114.80
Fungi	Amniculicola_lignicola_CBS_123094
Fungi	[Candida]_arabinofermentans_NRRL_YB-2248
Fungi	Bimuria_novae-zelandiae_CBS_107.79
Fungi	Aspergillus_ellipticus_CBS_707.79
Fungi	Gonapodya_prolifera_JEL478
Fungi	Delitschia_confertaspora_ATCC_74209
Fungi	Lepidopterella_palustris_CBS_459.81
Fungi	Magnaporthiopsis_poae_ATCC_64411
Fungi	Penicillium_malachiteum
Fungi	Penicillium_fimorum
Fungi	Penicillium_robsamsonii
Fungi	Parahypoxylon_ruwenzoriense
Fungi	Aspergillus_melleus
Fungi	Apiospora_hydei
Fungi	Apiospora_aurea
Fungi	Penicillium_paradoxum
Fungi	Penicillium_samsonianum
Fungi	Apiospora_marii
Fungi	Penicillium_angulare
Fungi	Magnusiomyces_paraingens
Fungi	Penicillium_canariense
Fungi	Penicillium_hetheringtonii
Fungi	Penicillium_soppii
Fungi	Ceratocystis_lukuohia
Fungi	[Neocosmospora]_mangrovei
Fungi	Penicillium_maclennaniae
Fungi	Apiospora_phragmitis
Fungi	Botrytis_porri
Fungi	Cutaneotrichosporon_spelunceum
Fungi	Aureobasidium_mustum
Fungi	Basidioascus_undulatus
Fungi	Botrytis_sinoallii
Fungi	Aureobasidium_vineae
Fungi	Aureobasidium_uvarum
Fungi	Alternaria_incomplexa
Fungi	Alternaria_triticimaculans
Fungi	Alternaria_arbusti
Fungi	Cryptotrichosporon_argae
Fungi	Alternaria_ventricosa
Fungi	Botrytis_byssoidea
Fungi	Alternaria_novae-zelandiae
Fungi	Alternaria_infectoria
Fungi	Saxophila_tyrrhenica
Fungi	Alternaria_viburni
Fungi	Alternaria_metachromatica
Fungi	Metarhizium_hybridum
Fungi	Alternaria_hordeiaustralica
Fungi	Exophiala_bonariae
Fungi	Phialophora_macrospora
Fungi	Alternaria_ethzedia
Fungi	Cryoendolithus_antarcticus
Fungi	Naganishia_onofrii
Fungi	Penicillium_arizonense
Fungi	Cytospora_paraplurivora
Fungi	Cladophialophora_sylvestris
Fungi	Recurvomyces_mirabilis
Fungi	Trichoderma_afarasin
Fungi	Ogataea_philodendri
Fungi	Trichoderma_barbatum
Fungi	Trichoderma_austrokoningii
Fungi	Sporobolomyces_koalae
Fungi	Fonsecaea_nubica
Fungi	Alternaria_postmessia
Fungi	Sporobolomyces_salmoneus
Fungi	Trichoderma_aethiopicum
Fungi	Trichoderma_chlorosporum
Fungi	Pseudogymnoascus_verrucosus
Fungi	Debaryomyces_tyrocola
Fungi	Maudiozyma_saulgeensis
Fungi	Nematocida_major
Fungi	Monosporascus_cannonballus
Fungi	Stagonosporopsis_vannaccii
Fungi	Rhodosporidiobolus_poonsookiae
Fungi	Pseudohyphozyma_bogoriensis
Fungi	Fusarium_oligoseptatum
Fungi	Aspergillus_nanangensis
Fungi	Diplogelasinospora_grovesii
Fungi	Fusarium_tjaetaba
Fungi	Cercophora_samala
Fungi	Aureobasidium_aubasidani
Fungi	Rhodosporidiobolus_lusitaniae
Fungi	Geranomyces_michiganensis
Fungi	Polytolypa_hystricis_UAMH7299
Fungi	Coemansia_umbellata
Fungi	Thermocarpiscus_australiensis
Fungi	Fusarium_acutatum
Fungi	Wallemia_hederae
Fungi	Corynascus_novoguineensis
Fungi	Diutina_rugosa
Fungi	Fusarium_denticulatum
Fungi	Fusarium_mundagurra
Fungi	Rhodosporidiobolus_microsporus
Fungi	Pichia_inconspicua
Fungi	Trichoderma_ceciliae
Fungi	Monosporascus_ibericus
Fungi	Nematocida_minor
Fungi	Trichoderma_compactum
Fungi	Fusarium_phyllophilum
Fungi	Fusarium_austroafricanum
Fungi	Fusarium_coicis
Fungi	Candolleomyces_eurysporus
Fungi	Aspergillus_hancockii
Fungi	Fusarium_globosum
Fungi	Cladophialophora_minutissima
Fungi	Chaetomidium_leptoderma
Fungi	Mycoemilia_scoparia
Fungi	Fusarium_pseudoanthophilum
Fungi	Cladophialophora_humicola
Fungi	Claviceps_capensis
Fungi	Claviceps_pazoutovae
Fungi	Colletotrichum_spinosum
Fungi	Fusarium_sarcochroum
Fungi	Athelia_psychrophila
Fungi	Sporobolomyces_blumeae
Fungi	Rhodotorula_araucariae
Fungi	Sporobolomyces_salmonicolor
Fungi	Claviceps_monticola
Fungi	Aspergillus_sclerotialis
Fungi	Tieghemiomyces_parasiticus
Fungi	Paramicrosporidium_saccamoebae
Fungi	Dactylella_cylindrospora
Fungi	Coemansia_javaensis
Fungi	Staphylotrichum_tortipilum
Fungi	Thermothelomyces_hinnuleus
Fungi	Thermothelomyces_myriococcoides
Fungi	Chaetomium_olivicolor
Fungi	Friedmanniomyces_simplex
Fungi	Enteropsectra_breve
Fungi	Thermoascus_thermophilus
Fungi	Cryomyces_minteri
Fungi	Emergomyces_africanus
Fungi	Humicola_hyalothermophila
Fungi	Quaeritorhiza_haematococci
Fungi	Podila_epigama
Fungi	Pancytospora_epiphaga
Fungi	Coemansia_biformis
Fungi	Coemansia_helicoidea
Fungi	Spiromyces_aspiralis
Fungi	Beauveria_bassiana_ARSEF_2860
Fungi	Alternaria_alternata
Fungi	Candida_tropicalis_MYA-3404
Fungi	Fusarium_solani
Fungi	Rhodotorula_toruloides_NP11
Fungi	Sclerotinia_sclerotiorum_1980_UF-70
Fungi	Pleurotus_ostreatus
Fungi	Aspergillus_terreus_NIH2624
Fungi	Candida_parapsilosis
Fungi	Colletotrichum_gloeosporioides
Fungi	Cordyceps_militaris_CM01
Fungi	Aureobasidium_pullulans_EXF-150
Fungi	Lentinula_edodes
Fungi	Penicillium_chrysogenum
Fungi	Trichophyton_rubrum_CBS_118892
Fungi	Ophiocordyceps_sinensis
Fungi	Coprinopsis_cinerea_okayama7#130
Fungi	Penicillium_expansum
Fungi	Agaricus_bisporus_var._bisporus_H97
Fungi	Wickerhamomyces_anomalus_NRRL_Y-366-8
Fungi	Schizophyllum_commune_H4-8
Fungi	Fusarium_proliferatum_ET1
Fungi	Orbilia_oligospora_ATCC_24927
Fungi	Clavispora_lusitaniae
Fungi	Metarhizium_anisopliae
Fungi	Colletotrichum_fructicola_Nara_gc5
Fungi	Bipolaris_sorokiniana_ND90Pr
Fungi	Histoplasma_capsulatum_G186AR
Fungi	Metarhizium_robertsii_ARSEF_23
Fungi	Rhizopus_microsporus_ATCC_52813
Fungi	Lasiodiplodia_theobromae
Fungi	Mucor_circinelloides
Fungi	Metarhizium_acridum
Fungi	Botryosphaeria_dothidea
Fungi	Aspergillus_tubingensis
Fungi	Cryphonectria_parasitica_EP155
Fungi	Batrachochytrium_dendrobatidis_JAM81
Fungi	Plenodomus_lingam
Fungi	Pneumocystis_jirovecii_RU7
Fungi	Mortierella_alpina
Fungi	Schizosaccharomyces_japonicus_yFS275
Fungi	Exophiala_dermatitidis_NIH/UT8656
Fungi	Aureobasidium_melanogenum_CBS_110374
Fungi	Fusarium_odoratissimum_NRRL_54006
Fungi	Rhizopus_delemar_RA_99-880
Fungi	Trichoderma_virens_Gv29-8
Fungi	Chaetomium_globosum_CBS_148.51
Fungi	Trametes_versicolor_FP-101664_SS1
Fungi	Pleurotus_pulmonarius
Fungi	Geotrichum_candidum
Fungi	Penicillium_roqueforti
Fungi	Exserohilum_turcica_Et28A
Fungi	Laccaria_bicolor_S238N-H82
Fungi	Paxillus_involutus_ATCC_200175
Fungi	Microsporum_canis_CBS_113480
Fungi	Penicillium_citrinum
Fungi	Monilinia_fructicola
Fungi	Rhodotorula_paludigena
Fungi	Colletotrichum_fioriniae
Fungi	Candidozyma_haemuli
Fungi	Postia_placenta_MAD-698-R-SB12
Fungi	Puccinia_graminis_f._sp._tritici_CRL_75-36-700-3
Fungi	Arthrobotrys_flagrans
Fungi	Morchella_sextelata
Fungi	Morchella_importuna
Fungi	Aspergillus_welwitschiae
Fungi	Bipolaris_maydis
Fungi	Vairimorpha_ceranae
Fungi	Coccidioides_immitis_RS
Fungi	Parastagonospora_nodorum_SN15
Fungi	Sporothrix_schenckii_1099-18
Fungi	Colletotrichum_orbiculare_MAFF_240422
Fungi	Aspergillus_carbonarius_ITEM_5010
Fungi	Fusarium_venenatum
Fungi	Leucocoprinus_gongylophorus
Fungi	Colletotrichum_truncatum
Fungi	Colletotrichum_acutatum
Fungi	Trichoderma_citrinoviride
Fungi	Mucor_lusitanicus
Fungi	Papiliotrema_laurentii
Fungi	Ogataea_polymorpha
Fungi	Epicoccum_nigrum
Fungi	Tuber_melanosporum
Fungi	Melampsora_larici-populina_98AG31
Fungi	Bipolaris_oryzae_ATCC_44560
Fungi	Laetiporus_sulphureus_93-53
Fungi	Blastocladiella_emersonii_ATCC_22665
Fungi	Colletotrichum_siamense
Fungi	Colletotrichum_scovillei
Fungi	Sanghuangporus_sanghuang
Fungi	Trametes_sanguinea
Fungi	Candida_metapsilosis
Fungi	Ogataea_angusta
Fungi	Cyclocybe_aegerita
Fungi	Amanita_muscaria
Fungi	Thermomyces_lanuginosus
Fungi	Daldinia_eschscholtzii
Fungi	Umbelopsis_isabellina
Fungi	Grosmannia_clavigera_kw1407
Fungi	Phycomyces_blakesleeanus_NRRL_1555(-)
Fungi	Serpula_lacrymans_var._lacrymans_S7.9
Fungi	Penicillium_rubens
Fungi	Trichophyton_benhamiae_CBS_112371
Fungi	Blastomyces_dermatitidis_ER-3
Fungi	Pseudozyma_hubeiensis_SY62
Fungi	Cordyceps_fumosorosea_ARSEF_2679
Fungi	Rhodotorula_graminis_WP1
Fungi	Penicillium_crustosum
Fungi	Ilyonectria_destructans
Fungi	Berkeleyomyces_rouxiae
Fungi	Boeremia_exigua
Fungi	Penicillium_griseofulvum
Fungi	Vanrija_humicola
Fungi	Scedosporium_apiospermum
Fungi	Diaporthe_amygdali
Fungi	Batrachochytrium_salamandrivorans
Fungi	Monilinia_fructigena
Fungi	Penicillium_brasilianum
Fungi	Paraphaeosphaeria_sporulosa
Fungi	Phanerochaete_sordida
Fungi	Blakeslea_trispora
Fungi	Verticillium_nonalfalfae
Fungi	Tilletia_controversa
Fungi	Pleurotus_djamor
Fungi	Tuber_magnatum
Fungi	Pisolithus_microcarpus
Fungi	Alternaria_arborescens
Fungi	Sphaerulina_musiva_SO2202
Fungi	Pyronema_omphalodes
Fungi	Schizosaccharomyces_octosporus_yFS286
Fungi	Cenococcum_geophilum_1.58
Fungi	Dichomitus_squalens_LYAD-421_SS1
Fungi	Gaeumannomyces_tritici_R3-111a-1
Fungi	Serendipita_indica_DSM_11827
Fungi	Pneumocystis_murina_B123
Fungi	Pneumocystis_carinii_B80
Fungi	Amorphotheca_resinae_ATCC_22711
Fungi	Pseudocercospora_fijiensis_CIRAD86
Fungi	Neurospora_tetrasperma_FGSC_2508
Fungi	Paracoccidioides_brasiliensis_Pb18
Fungi	Ascosphaera_apis_ARSEF_7405
Fungi	Nosema_bombycis_CQ1
Fungi	Diplocarpon_coronariae
Fungi	Cronartium_quercuum_f._sp._fusiforme_G11
Fungi	Trichoderma_afroharzianum
Fungi	Plectosphaerella_cucumerina
Fungi	Hirsutella_rhossiliensis
Fungi	Penicillium_brevicompactum
Fungi	Penicillium_solitum
Fungi	Hermanssonia_centrifuga
Fungi	Candidozyma_duobushaemuli
Fungi	Arthrobotrys_conoides
Fungi	Diplocarpon_rosae
Fungi	Linnemannia_elongata
Fungi	Armillaria_mellea
Fungi	Dactylonectria_macrodidyma
Fungi	Fusarium_redolens
Fungi	Maudiozyma_humilis
Fungi	Ustilago_hordei
Fungi	Aspergillus_calidoustus
Fungi	Talaromyces_amestolkiae
Fungi	Mucor_flavus
Fungi	Colletotrichum_godetiae
Fungi	Abortiporus_biennis
Fungi	Pisolithus_albus
Fungi	Xylaria_flabelliformis
Fungi	Trichoglossum_hirsutum
Fungi	Colletotrichum_tamarilloi
Fungi	Armillaria_borealis
Fungi	Lactarius_deliciosus
Fungi	Aspergillus_lentulus
Fungi	Aspergillus_affinis
Fungi	Tuber_borchii
Fungi	Glutinoglossum_americanum
Fungi	Rhizophlyctis_rosea
Fungi	Trametes_cinnabarina
Fungi	Agrocybe_chaxingu
Fungi	Basidiobolus_ranarum
Fungi	Coelomomyces_lativittatus
Fungi	Vairimorpha_bombi
Fungi	Mucor_velutinosus
Fungi	Moniliophthora_roreri
Fungi	Phyllosticta_citricarpa
Fungi	Mixia_osmundae_IAM_14324
Fungi	Pestalotiopsis_fici_W106-1
Fungi	Spizellomyces_punctatus_DAOM_BR117
Fungi	Fomitiporia_mediterranea_MF3/22
Fungi	Drepanopeziza_brunnea_f._sp._'multigermtubi'
Fungi	Heterobasidion_irregulare_TC_32-1
Fungi	Aspergillus_wentii_DTO_134E9
Fungi	Malassezia_sympodialis_ATCC_42132
Fungi	Thermoascus_aurantiacus_ATCC_26904
Fungi	Catenaria_anguillulae_PL171
Fungi	Nannizzia_gypsea_CBS_118893
Fungi	Tremella_mesenterica_DSM_1558
Fungi	Bipolaris_zeicola_26-R-13
Fungi	Podila_verticillata_NRRL_6337
Fungi	Trichophyton_verrucosum_HKI_0517
Fungi	Endocarpon_pusillum_Z07020
Fungi	Gloeophyllum_trabeum_ATCC_11539
Fungi	Akanthomyces_lecanii_RCEF_1005
Fungi	Ganoderma_sinense_ZZ0214-1
Fungi	Trametes_coccinea_BRFM310
Fungi	Basidiobolus_meristosporus_CBS_931.73
Fungi	Tolypocladium_ophioglossoides_CBS_100239
Fungi	Piloderma_croceum_F_1598
Fungi	Colletotrichum_tofieldiae
Fungi	Penicillium_verrucosum
Fungi	Madurella_fahalii
Fungi	Apiospora_arundinis
Fungi	Apiospora_rasikravindrae
Fungi	Penicillium_capsulatum
Fungi	Paramyrothecium_foliicola
Fungi	Cunninghamella_echinulata
Fungi	Sarocladium_strictum
Fungi	Mucor_hiemalis
Fungi	Diplodia_seriata
Fungi	Coniochaeta_hoffmannii
Fungi	Sparassis_crispa
Fungi	Cutaneotrichosporon_oleaginosum
Fungi	Fomes_fomentarius
Fungi	Sclerotinia_nivalis
Fungi	Agrocybe_pediades
Fungi	Butyriboletus_roseoflavus
Fungi	Orbilia_brochopaga
Fungi	Talaromyces_proteolyticus
Fungi	Sanghuangporus_baumii
Fungi	Monilinia_laxa
Fungi	Colletotrichum_costaricense
Fungi	Linnemannia_hyalina
Fungi	Trametes_polyzona
Fungi	Dioszegia_hungarica
Fungi	Phyllosticta_citriasiana
Fungi	Chiua_virens
Fungi	Paraphoma_chrysanthemicola
Fungi	Plenodomus_lindquistii
Fungi	Cubamyces_lactineus
Fungi	Stromatinia_cepivora
Fungi	Lyophyllum_shimeji
Fungi	Ramalina_farinacea
Fungi	Venturia_nashicola
Fungi	Apiotrichum_porosum
Fungi	Rhizophagus_clarus
Fungi	Ilyonectria_robusta
Fungi	Tricladium_varicosporioides
Fungi	Rhodofomes_roseus
Fungi	Aspergillus_pseudoviridinutans
Fungi	Boletus_reticuloceps
Fungi	Saitozyma_podzolica
Fungi	Powellomyces_hirtus
Fungi	Exophiala_oligosperma
Fungi	Colletotrichum_abscissum
Fungi	Ustulina_deusta
Fungi	Lactarius_indigo
Fungi	Ephemerocybe_angulata
Fungi	Xylaria_arbuscula
Fungi	Protomyces_lactucae-debilis
Fungi	Lenzites_betulinus
Fungi	Desarmillaria_tabescens
Fungi	Candidozyma_pseudohaemuli
Fungi	Schizophyllum_amplum
Fungi	Trichoderma_gamsii
Fungi	Aspergillus_viridinutans
Fungi	Scheffersomyces_spartinae
Fungi	Neocallimastix_californiae
Fungi	Suillus_placidus
Fungi	Pilaira_anomala
Fungi	Talaromyces_atroroseus
Fungi	Xylaria_curta
Fungi	Suillus_bovinus
Fungi	Daldinia_caldariorum
Fungi	Suillus_clintonianus
Fungi	Aspergillus_arachidicola
Fungi	Fomitopsis_betulina
Fungi	Trichoderma_ghanense
Fungi	Aspergillus_candidus
Fungi	Xylaria_bambusicola
Fungi	Entomophthora_muscae
Fungi	Aspergillus_pseudotamarii
Fungi	Stereum_hirsutum_FP-91666_SS1
Fungi	Paraphysoderma_sedebokerense
Fungi	Lactifluus_volemus
Fungi	Stemphylium_lycopersici
Fungi	Choanephora_cucurbitarum
Fungi	Ramularia_collo-cygni
Fungi	Lasiodiplodia_hormozganensis
Fungi	Xylaria_longipes
Fungi	Bipolaris_victoriae_FI3
Fungi	Sporodiniella_umbellata
Fungi	Colletotrichum_incanum
Fungi	Hyaloscypha_hepaticicola
Fungi	Pterulicium_gracile
Fungi	Massospora_cicadina
Fungi	Ascodesmis_nigricans
Fungi	Suillus_spraguei
Fungi	Punctularia_strigosozonata_HHB-11173_SS5
Fungi	Cadophora_malorum
Fungi	Rickenella_mellea
Fungi	Ciborinia_camelliae
Fungi	Geosiphon_pyriformis
Fungi	Hymenopellis_radicata
Fungi	Cladorrhinum_samala
Fungi	Aspergillus_hiratsukae
Fungi	Obba_rivulosa
Fungi	Periconia_macrospinosa
Fungi	Artomyces_pyxidatus
Fungi	Geosmithia_morbida
Fungi	Antrodiella_citrinella
Fungi	Mucor_plumbeus
Fungi	Diversispora_epigaea
Fungi	Phellinidium_pouzarii
Fungi	Aspergillus_rambellii
Fungi	Gigaspora_rosea
Fungi	Lachnellula_subtilissima
Fungi	Tuber_aestivum
Fungi	Parasitella_parasitica
Fungi	Mortierella_antarctica
Fungi	Rhizina_undulata
Fungi	Glomus_cerebriforme
Fungi	Synchytrium_endobioticum
Fungi	Podila_minutissima
Fungi	Hericium_alpestre
Fungi	Tilletia_laevis
Fungi	Funneliformis_mosseae
Fungi	Physocladia_obscura
Fungi	Erysiphe_neolycopersici
Fungi	Golovinomyces_cichoracearum
Fungi	Aspergillus_awamori
Fungi	Aspergillus_ochraceoroseus_IBT_24754
Fungi	Cadophora_gregata
Fungi	Syncephalastrum_racemosum
