ID	SCIENTIFIC_NAME	ID_NCBI	Phylum
APAU1	Antygomonas paulae	1564067	KINORHYNCHA
ZBRI1	Zelinkaderes brightae	1564080	KINORHYNCHA
ZYON1	Zelinkaderes yong	2835552	KINORHYNCHA
CVAN1	Campyloderes vanhoeffeni	1564068	KINORHYNCHA
LMAE1	Limnognathia maerski	195507	MICROGNATHOZOA
SCON2	Sinonovacula constricta	98310	MOLLUSCA
SBRO1	Scapharca (Anadara) broughtonii	148819	MOLLUSCA
DROS1	Dreissena rostriformis	205083	MOLLUSCA
MARE1	Mya arenaria	6604	MOLLUSCA
BPLA1	Bathymodiolus/Gigantidas platifrons	220390	MOLLUSCA
MCOR2	Mytilus unguiculatus	42192	MOLLUSCA
NTUM1	Nucula tumidula	437803	MOLLUSCA
CGIG2	Magallana gigas	29159	MOLLUSCA
CRVI2	Crassostrea virginica	6565	MOLLUSCA
MHON1	Magallana hongkongensis	2653900	MOLLUSCA
OEDU1	Ostrea edulis	37623	MOLLUSCA
SGLO1	Saccostrea glomerata	157728	MOLLUSCA
APUR1	Argopecten purpuratus	228297	MOLLUSCA
MYES2	Mizuhopecten (Patinopecten) yessoensis	6573	MOLLUSCA
PMAX1	Pecten maximus	6579	MOLLUSCA
MMAR2	Margaritifera margaritifera	2505931	MOLLUSCA
CPLI1	Cristaria plicata	165446	MOLLUSCA
CNIT1	Chaetoderma nitidulum	256131	MOLLUSCA
FCAU1	Falcidens caudatus	2049293	MOLLUSCA
FSAG1	Falcidens sagittiferus	2136975	MOLLUSCA
SVEN1	Scutopus ventrolineatus	52922	MOLLUSCA
ADUX1	Architeuthis dux	256136	MOLLUSCA
CCAL1	Chiroteuthis calyx	559536	MOLLUSCA
IPYG1	Idiosepius pygmaeus	55281	MOLLUSCA
NPOM2	Nautilus pompilius	34573	MOLLUSCA
OBAN1	Onychoteuthis banksii	392296	MOLLUSCA
OBIM1	Octopus bimaculoides	37653	MOLLUSCA
ODEL1	Octopoteuthis deletron	1582096	MOLLUSCA
OSIN2	Octopus sinensis	2607531	MOLLUSCA
PHOY1	Pterygioteuthis hoylei	559549	MOLLUSCA
VINF1	Vampyroteuthis infernalis	55288	MOLLUSCA
BATT1	Batillaria attramentaria	370345	MOLLUSCA
HBRA1	Hinea brasiliana	1514958	MOLLUSCA
SECO1	Semisulcospira coreana	364284	MOLLUSCA
LNYA2	Lanistes nyassanus	500758	MOLLUSCA
MACO1	Marisa cornuarietis	75126	MOLLUSCA
PCAN2	Pomacea canaliculata	400727	MOLLUSCA
PMAC2	Pomacea maculata	1245466	MOLLUSCA
BSIA1	Bithynia siamensis goniomphalos	479249	MOLLUSCA
CNAV1	Crepidula navicella	1707815	MOLLUSCA
PELE1	Pomatias elegans	145640	MOLLUSCA
OHUP1	Oncomelania hupensis	56141	MOLLUSCA
CLAM1	Charonia lampas	500097	MOLLUSCA
AHEL1	Anentome helena	1912881	MOLLUSCA
HPHY1	Hydatina physis	259632	MOLLUSCA
RCAR1	Rissoella caribaea	57639	MOLLUSCA
HANT1	Haminoea antillarum	163905	MOLLUSCA
LSTA1	Lymnaea stagnalis	6523	MOLLUSCA
PCOL1	Pseudosuccinea columella	31228	MOLLUSCA
PACU1	Physella acuta	109671	MOLLUSCA
BGLA2	Biomphalaria glabrata	6526	MOLLUSCA
MLEO1	Melibe leonina	76178	MOLLUSCA
ERUS1	Eubranchus rustyus	763125	MOLLUSCA
HCRA1	Hermissenda crassicornis - Hermissenda opalescens	1840525	MOLLUSCA
PBUC1	Phylliroe bucephala	1903125	MOLLUSCA
CARY1	Carychium sp.	145634	MOLLUSCA
ECHI1	Ellobium chinense	1628040	MOLLUSCA
PPAC1	Pythia pachyodon	157724	MOLLUSCA
AIMM1	Achatina/Lissachatina immaculata	2605667	MOLLUSCA
DRET1	Deroceras reticulatum	145610	MOLLUSCA
ARVU2	Arion vulgaris	1028688	MOLLUSCA
ACHE1	Aegista chejuensis	1399158	MOLLUSCA
BSIM1	Bradybaena similaris	145626	MOLLUSCA
FKUR1	Fruticicola (Koreanohadra) kurodana	1738606	MOLLUSCA
PQUE1	Plectotropis quelpartensis	1399213	MOLLUSCA
ABIP1	Alinda biplicata	1290020	MOLLUSCA
CUNI3	Candidula unifasciata	100452	MOLLUSCA
CASP1	Cornu aspersum	6535	MOLLUSCA
HLUC1	Helix lucorum	31229	MOLLUSCA
TPIS1	Theba pisana	145622	MOLLUSCA
AVAL1	Ambigolimax valentianus	1338344	MOLLUSCA
LFLA1	Limacus flavus	36461	MOLLUSCA
LMAX1	Limax maximus	146086	MOLLUSCA
OFLO1	Onchidella floridana	259645	MOLLUSCA
OREE1	Onchidium reevesii	2547651	MOLLUSCA
MBIL1	Meghimatium bilineatum	318265	MOLLUSCA
MFRU1	Meghimatium fruhstorferi	414506	MOLLUSCA
OVER1	Onchidium verrucosum	259646	MOLLUSCA
PLCA1	Pleurobranchaea californica	404816	MOLLUSCA
CLAN1	Clione antarctica	672780	MOLLUSCA
PSOL1	Phallomedusa solida	929610	MOLLUSCA
CNON1	Costasiella nonatoi - Panderevela nonatoi	698695	MOLLUSCA
COCE1	Costasiella ocellifera	380564	MOLLUSCA
COST1	Costasiella sp.1	380552	MOLLUSCA
CALI1	Caliphylla sp.4	749954	MOLLUSCA
CANT1	Cyerce aff. antillensis	483961	MOLLUSCA
CBEA1	Cylindrobulla beauii	431608	MOLLUSCA
MOUR1	Mourgona sp.5	2916548	MOLLUSCA
AMOD1	Alderia modesta	369574	MOLLUSCA
APLY1	Aplysiopsis enteromorphae	649608	MOLLUSCA
EBOO1	Ercolania boodleae	2720088	MOLLUSCA
OHAN1	Olea hansineensis	1522364	MOLLUSCA
PKIN1	Placida kingstoni	749936	MOLLUSCA
SSMA1	Sacoproteus smaragdinus	2282303	MOLLUSCA
LNEV1	Lobiger nevilli	2916554	MOLLUSCA
ECHL1	Elysia chlorotica	188477	MOLLUSCA
ECRI1	Elysia crispata	231223	MOLLUSCA
EHED1	Elysia hedgpethi	1522333	MOLLUSCA
ERUF1	Elysia rufescens	380559	MOLLUSCA
ETIM1	Elysia timida	154625	MOLLUSCA
EVEL1	Elysia velutinus	2136272	MOLLUSCA
PIAN1	Plakobranchus ianthobapsus	2050001	MOLLUSCA
THGR1	Thuridilla gracilis	483958	MOLLUSCA
SIPH1	Siphonaria sp.2	2916551	MOLLUSCA
SNOR1	Siphonaria normalis	981058	MOLLUSCA
SPEC1	Siphonaria pectinata	57642	MOLLUSCA
WPEL1	Williamia peltoides	1522360	MOLLUSCA
COJA1	Cocculina japonica	2905118	MOLLUSCA
GAEG2	Gigantopelta aegis	1735272	MOLLUSCA
CSQU2	Chrysomallon squamiferum	216257	MOLLUSCA
AOSU1	Aphanoconia osumiense	2950572	MOLLUSCA
CLRE1	Clithon retropictum	2094009	MOLLUSCA
NALB1	Nerita albicilla	52928	MOLLUSCA
NPUL1	Neritina pulligera	537799	MOLLUSCA
TLIM1	Titiscania limacina	200181	MOLLUSCA
EOPU1	Eoacmaea pustulata	2494650	MOLLUSCA
LGIG1	Lottia gigantea	225164	MOLLUSCA
NIFU1	Nipponacmea fuscoviridis	225302	MOLLUSCA
PSAC1	Patelloida saccharina	72694	MOLLUSCA
CGRA1	Cellana grata	157699	MOLLUSCA
CRAD1	Cellana radiata	351208	MOLLUSCA
PULY1	Patella ulyssiponensis	334708	MOLLUSCA
FNAT1	Fissurella natalensis	2497952	MOLLUSCA
BMID1	Bayerotrochus midas	702825	MOLLUSCA
PVEN1	Phasianella ventricosa	335755	MOLLUSCA
MLAB1	Monodonta labio	74046	MOLLUSCA
OTAB1	Oxystele tabularis	336183	MOLLUSCA
PTUR1	Phorcus turbinatus	43341	MOLLUSCA
TNIG1	Trochus nigropunctatus	2950569	MOLLUSCA
LHYA1	Laevipilina hyalina	651133	MOLLUSCA
ACGR1	Acanthopleura granulata	61363	MOLLUSCA
ACRI1	Acanthochitona crinita	126420	MOLLUSCA
AGEM1	Acanthopleura gemmata	167016	MOLLUSCA
CAPI1	Chaetopleura apiculata	58794	MOLLUSCA
CLAR1	Cryptoplax larvaeformis	2732484	MOLLUSCA
COLI1	Chiton olivaceus (Rhyssoplax olivaceus)	256108	MOLLUSCA
CTUB1	Chiton tuberculatus	1539881	MOLLUSCA
KTUN1	Katharina tunicata	34587	MOLLUSCA
LRUG1	Leptochiton rugatus	413421	MOLLUSCA
MMUS1	Mopalia muscosa	256104	MOLLUSCA
NMIR1	Nuttallochiton mirandus	256062	MOLLUSCA
TLIN1	Tonicella lineata	256058	MOLLUSCA
AENT2	Antalis entalis	211836	MOLLUSCA
GEBO1	Graptacme eborea	55752	MOLLUSCA
GTOL1	Gadila tolmiei	1077242	MOLLUSCA
ACRA1	Alexandromenia crassa	1638916	MOLLUSCA
AENI1	Apodomenia enigmatica	2138613	MOLLUSCA
AMSP1	Amphimeniidae sp.	2137300	MOLLUSCA
ENTR1	Entonomenia tricarinata	1541969	MOLLUSCA
GPEL1	Gymnomenia pellucida	1918950	MOLLUSCA
HAEG1	Helluoherpia aegiri	1541971	MOLLUSCA
MFOD1	Micromenia fodiens	669226	MOLLUSCA
MSCH1	Macellomenia schanderi	1500390	MOLLUSCA
MSWE1	Meiomenia swedmarki	1500384	MOLLUSCA
PCUS1	Proneomenia custodiens	1500391	MOLLUSCA
SIMA1	Simrothiella margaritacea	669227	MOLLUSCA
SSUL1	Stylomenia sulcodoryata	2137292	MOLLUSCA
DORY1	Dorylaimopsis sp. T63	2879815	NEMATODA
EUCH1	Euchromadora sp. MIHIF	2490274	NEMATODA
HADO1	Halichoanolaimus dolichurus	373650	NEMATODA
LINH1	Linhomoeidae	319958	NEMATODA
GAMM1	Gammarinema sp. T79	2879816	NEMATODA
HHER1	Halomonhystera hermesi	1573192	NEMATODA
SPSP1	Sphaerolaimus sp. T62	2881408	NEMATODA
ANGR1	Anaplectus granulosus	2072756	NEMATODA
PSAM1	Plectus sambesii	2011161	NEMATODA
DIMA1	Diplogasteroides magnus	560213	NEMATODA
LETE1	Levipalatum texanum	1486449	NEMATODA
PAGI1	Parapristionchus giblindavisi	1187980	NEMATODA
PRPA1	Pristionchus pacificus	54126	NEMATODA
CELE1	Caenorhabditis elegans	6239	NEMATODA
DPAC1	Diploscapter pachys	2018661	NEMATODA
OTIP1	Oscheius tipulae	141969	NEMATODA
AAVE1	Aphelenchus avenae	70226	NEMATODA
BOKI1	Bursaphelenchus okinawaensis	465554	NEMATODA
ANAN1	Acrobeloides nanus	290746	NEMATODA
HALI1	Halicephalobus sp. NKZ332	2598192	NEMATODA
HMEP2	Halicephalobus mephisto	2559892	NEMATODA
PRED1	Panagrellus redivivus	6233	NEMATODA
PROP1	Propanagrolaimus sp. JU765	591449	NEMATODA
TACE1	Turbatrix aceti	114909	NEMATODA
ALDO1	Allodorylaimus	288449	NEMATODA
EBRE1	Enoplus brevis	57292	NEMATODA
PVUL1	Pontonema vulgare	73929	NEMATODA
PPUN2	Prionchulus punctatus	293874	NEMATODA
TOBR1	Tobrilus sp.	2490278	NEMATODA
GOKK1	Gordius sp. KK-2019	2571181	NEMATOMORPHA
GORD1	Gordionus montsenyensis	3053472	NEMATOMORPHA
NMUN2	Nectonema munidae	2528854	NEMATOMORPHA
PVAR2	Paragordius varius	190579	NEMATOMORPHA
LEPN3	Leptonemertes chalicophora	980089	NEMERTEA
ALAC1	Amphiporus lactifloreus	187594	NEMERTEA
MGRO1	Malacobdella grossa	166027	NEMERTEA
TLON1	Tetrastemma longissimum 	307676	NEMERTEA
TMEL1	Tetrastemma melanocephalum 	307678	NEMERTEA
CEHO1	Cephalothrix hongkongiensis	937758	NEMERTEA
CESI1	Cephalothrix simula	187810	NEMERTEA
TPOL1	Tubulanus polymorphus	672921	NEMERTEA
CEMA1	Cerebratulus marginatus	187795	NEMERTEA
CERE1	Cerebratulus sp. BE-2015	1612428	NEMERTEA
LLON1	Lineus longissimus	88925	NEMERTEA
LSAN2	Lineus sanguineus	187800	NEMERTEA
NGEN1	Notospermus geniculatus	416868	NEMERTEA
ROCC1	Riseriellus occultus	88934	NEMERTEA
BUNI1	Baseodiscus unicolor	547255	NEMERTEA
HIJI1	Hubrechtella ijimai	1519031	NEMERTEA
MSTI1	Meara stichopi	84115	NEMERTODERMATIDA
NWES2	Nemertoderma westbladi	172109	NEMERTODERMATIDA
EBRO2	Epiperipatus broadwayi	2448278	ONYCHOPHORA
EPPA1	Epiperipatus sp. CB-2018 / Epiperipatus sp. (Panama) MCZ-141126	2497346	ONYCHOPHORA
EPTR1	Epiperipatus trinidadensis	2448280	ONYCHOPHORA
ETOT1	Eoperipatus totoro	1385931	ONYCHOPHORA
EVAG1	Epiperipatus vagans	2448281	ONYCHOPHORA
MTOR1	Macroperipatus torquatus	1454321	ONYCHOPHORA
PERS1	Peripatidae sp. Panama MCZ IZ 141128 / Epiperipatus bernali	2806636	ONYCHOPHORA
PESO1	Peripatus (Epiperipatus) solorzanoi	1633879	ONYCHOPHORA
EROW2	Euperipatoides rowelli	49087	ONYCHOPHORA
KOCC1	Kumbadjena occidentalis	1454319	ONYCHOPHORA
MINA1	Metaperipatus inae	444703	ONYCHOPHORA
OGIL1	Occiperipatoides gilesii	1454325	ONYCHOPHORA
OKWA1	Opisthopatus kwazululandi	2448284	ONYCHOPHORA
PBOL1	Peripatopsis bolandi	2448286	ONYCHOPHORA
CCIN1	Coprinopsis cinerea	240176	Outgroup
MBRE2	Monosiga brevicollis	431895	Outgroup
SROS1	Salpingoeca rosetta	946362	Outgroup
CLIM1	Corallochytrium limacisporum	98351	Outgroup
NDEL1	Nuclearia delicatula	154968	Outgroup
SDES1	Sphaerothecum destruens	42893	Outgroup
COWC1	Capsaspora owczarzaki	192875	Outgroup
PCHI1	Pigoraptor chileana	2006546	Outgroup
CRFR1	Creolimax fragrantissima	470921	Outgroup
PAUS1	Phoronis australis	115415	PHORONIDA
PHAR1	Phoronopsis harmeri	490051	PHORONIDA
PIJI1	Phoronis ijimai	672013	PHORONIDA
PPSA1	Phoronis psammophila	67897	PHORONIDA
HHON1	Hoilungia hongkongensis	1964320	PLACOZOA
TRIC1	Trichoplax sp. H2	287889	PLACOZOA
SLEU1	Stenostomum leucops	52061	PLATYHELMINTHES
SSTH1	Stenostomum sthenum	1611831	PLATYHELMINTHES
BSEM1	Bothrioplana semperi	79787	PLATYHELMINTHES
GNOS1	Gnosonesimida sp. IV CEL-2015	1628690	PLATYHELMINTHES
MLIG1	Macrostomum lignano	282301	PLATYHELMINTHES
MLIN1	Microstomum lineare	52057	PLATYHELMINTHES
PJNB1	Psammomacrostomum sp. 2 JNB-2019	2614406	PLATYHELMINTHES
PCRO1	Prostheceraeus crozieri	2291463	PLATYHELMINTHES
ECEL1	Echinoplana celerrima	983673	PLATYHELMINTHES
LETR1	Leptoplana tremellaris	107733	PLATYHELMINTHES
PSIP1	Prosthiostomum siphunculus	983679	PLATYHELMINTHES
GAPP1	Geocentrophora applanata	1468192	PLATYHELMINTHES
PSTA1	Prorhynchus stagnalis	1468201	PLATYHELMINTHES
MILE1	Minona ileanae	60013	PLATYHELMINTHES
NCOE1	Nematoplana coelogynoporoides	66743	PLATYHELMINTHES
IHEL1	Itaspiella helgolandica	1611829	PLATYHELMINTHES
MELI1	Mesostoma lingua	99405	PLATYHELMINTHES
RHYN1	Rhynchomesostoma sp. ER-2019	2527674	PLATYHELMINTHES
RROS1	Rhynchomesostoma rostratum	1311950	PLATYHELMINTHES
DRYU1	Dugesia ryukyuensis	79738	PLATYHELMINTHES
DUJA1	Dugesia japonica	6161	PLATYHELMINTHES
GIDO1	Girardia dorotocephala	135777	PLATYHELMINTHES
GIRA1	Girardia sp. n. ER-2019	2592332	PLATYHELMINTHES
SMED2	Schmidtea mediterranea	79327	PLATYHELMINTHES
SPOL1	Schmidtea polychroa	50054	PLATYHELMINTHES
BKEW1	Bipalium kewense	66750	PLATYHELMINTHES
CBIC1	Caenoplana variegata	1520502	PLATYHELMINTHES
GQUA1	Geoplana quagga	934997	PLATYHELMINTHES
IREZ1	Issoca rezendei	1334141	PLATYHELMINTHES
KVEN1	Kontikia ventrolineata	1520482	PLATYHELMINTHES
LERN1	Luteostriata ernesti	1334170	PLATYHELMINTHES
MIGR1	Microplana groga	1520483	PLATYHELMINTHES
MIPL1	Microplana plurioculata	1820961	PLATYHELMINTHES
MISC1	Microplana scharffi	391273	PLATYHELMINTHES
MNAN1	Microplana nana	69517	PLATYHELMINTHES
MTER1	Microplana terrestris	138674	PLATYHELMINTHES
OBRA1	Obama braunsi	1336527	PLATYHELMINTHES
OCAR1	Obama carinata	1336530	PLATYHELMINTHES
ONUN1	Obama nungara	1826298	PLATYHELMINTHES
RSYL1	Rhynchodemus sylvaticus	1520503	PLATYHELMINTHES
PFEL1	Polycelis felina	39785	PLATYHELMINTHES
PGRA1	Phagocata gracilis	1354672	PLATYHELMINTHES
PMOR1	Phagocata morgani	1820202	PLATYHELMINTHES
PONI1	Polycelis nigra	39786	PLATYHELMINTHES
PTEN1	Polycelis tenuis	66754	PLATYHELMINTHES
PTOR1	Planaria torva	2066000	PLATYHELMINTHES
PVEL1	Phagocata velata	1969971	PLATYHELMINTHES
SCIL1	Sycon ciliatum	27933	PORIFERA
AQUE1	Amphimedon queenslandica	400682	PORIFERA
EMUE1	Ephydatia muelleri	6052	PORIFERA
OMIN1	Oopsacas minuta	111878	PORIFERA
HSPI1	Halicryptus spinulosus	160677	PRIAPULIDA
PCAU1	Priapulus caudatus	37621	PRIAPULIDA
AVAG1	Adineta vaga	104782	ROTIFERA
RSOC1	Rotaria socialis	392032	ROTIFERA
DCAR1	Didymodactylos carnosus	1234261	ROTIFERA
BPLI1	Brachionus plicatilis	10195	ROTIFERA
HEXE1	Hypsibius exemplaris	2072580	TARDIGRADA
MEPH1	Mesobiotus philippinicus	1867265	TARDIGRADA
PMET1	Paramacrobiotus metropolitanus	2943436	TARDIGRADA
PRIC1	Paramacrobiotus richtersi	697321	TARDIGRADA
RVAR1	Ramazzottius varieornatus	947166	TARDIGRADA
RCOR1	Richtersius coronifer	245088	TARDIGRADA
ETES1	Echiniscus testudo	399800	TARDIGRADA
ESIG1	Echiniscoides sigismundi	500494	TARDIGRADA
ODIO1	Oikopleura dioica	34765	UROCHORDATA
CINT1	Ciona intestinalis	7719	UROCHORDATA
XBOC1	Xenoturbella bocki	242395	XENOTURBELLIDA
XPRO1	Xenoturbella profunda	1736633	XENOTURBELLIDA
